date,region,day_of_week,month,weekend_flag,holiday_flag,avg_temperature,precipitation,wind_speed,visibility,trauma_index,hospital_transfer_volume,rurality_index,daily_transport_requests
2024-04-23,Southwest,1,4,0,0,100.41,0.0,11.47,8.83,5.28,20,0.75,31
2024-04-24,Mountain West,2,4,0,0,64.46,0.11,12.77,9.76,4.95,28,0.85,30
2024-04-24,Midwest,2,4,0,0,65.1,0.0,14.4,6.14,5.59,25,0.65,28
2024-04-24,Southeast,2,4,0,0,92.73,0.41,12.65,6.62,5.39,26,0.55,28
2024-04-24,Northeast,2,4,0,0,62.17,0.33,0.0,10.72,3.03,26,0.35,21
2024-04-24,Southwest,2,4,0,0,104.79,0.22,9.8,8.38,7.39,33,0.75,38
2024-04-25,Mountain West,3,4,0,0,61.87,0.13,19.4,6.15,1.5,26,0.85,25
2024-04-25,Midwest,3,4,0,0,70.33,0.34,10.55,9.11,5.81,19,0.65,22
2024-04-25,Southeast,3,4,0,0,85.09,0.03,15.17,8.49,5.71,20,0.55,26
2024-04-25,Northeast,3,4,0,0,59.95,0.47,7.82,3.71,7.18,22,0.35,28
2024-04-25,Southwest,3,4,0,0,101.61,0.32,10.61,7.2,3.1,12,0.75,22
2024-04-26,Mountain West,4,4,0,0,65.83,0.06,13.07,7.34,6.3,23,0.85,28
2024-04-26,Midwest,4,4,0,0,72.29,0.0,15.25,4.71,4.63,23,0.65,24
2024-04-26,Southeast,4,4,0,0,84.25,0.0,7.42,8.88,4.45,16,0.55,23
2024-04-26,Northeast,4,4,0,0,61.75,0.0,6.23,5.97,4.43,23,0.35,24
2024-04-26,Southwest,4,4,0,0,99.72,0.15,10.33,6.61,6.6,14,0.75,29
2024-04-27,Mountain West,5,4,1,0,64.37,0.18,7.5,8.94,6.41,24,0.85,30
2024-04-27,Midwest,5,4,1,0,62.21,0.21,21.23,6.87,3.4,16,0.65,25
2024-04-27,Southeast,5,4,1,0,83.83,0.32,9.65,6.29,8.52,23,0.55,26
2024-04-27,Northeast,5,4,1,0,60.85,0.62,3.14,10.02,1.88,18,0.35,18
2024-04-27,Southwest,5,4,1,0,92.39,0.0,0.0,8.93,5.07,31,0.75,33
2024-04-28,Mountain West,6,4,1,0,61.87,0.4,6.12,6.56,7.06,19,0.85,33
2024-04-28,Midwest,6,4,1,0,61.5,0.48,16.36,7.87,8.51,22,0.65,32
2024-04-28,Southeast,6,4,1,0,85.35,0.17,16.25,6.09,3.0,29,0.55,29
2024-04-28,Northeast,6,4,1,0,62.28,0.76,14.72,6.95,6.82,20,0.35,28
2024-04-28,Southwest,6,4,1,0,94.84,0.0,16.59,1.13,4.34,23,0.75,23
2024-04-29,Mountain West,0,4,0,0,55.14,0.0,11.04,12.17,4.47,23,0.85,29
2024-04-29,Midwest,0,4,0,0,64.58,0.0,5.97,11.4,5.34,17,0.65,27
2024-04-29,Southeast,0,4,0,0,89.39,0.46,11.59,8.98,3.15,24,0.55,25
2024-04-29,Northeast,0,4,0,0,54.54,0.56,5.28,8.78,6.43,21,0.35,27
2024-04-29,Southwest,0,4,0,0,92.63,0.51,12.29,10.9,5.81,28,0.75,29
2024-04-30,Mountain West,1,4,0,0,54.54,0.38,6.86,6.32,6.54,25,0.85,28
2024-04-30,Midwest,1,4,0,0,68.08,0.0,6.51,4.39,6.1,27,0.65,32
2024-04-30,Southeast,1,4,0,0,82.21,0.29,9.95,8.37,6.44,18,0.55,28
2024-04-30,Northeast,1,4,0,0,64.2,0.1,11.42,9.67,2.13,15,0.35,18
2024-04-30,Southwest,1,4,0,0,86.54,0.46,8.96,6.97,5.81,27,0.75,28
2024-05-01,Mountain West,2,5,0,0,65.72,0.05,9.09,6.76,2.11,24,0.85,26
2024-05-01,Midwest,2,5,0,0,55.1,0.08,10.43,5.73,4.31,29,0.65,29
2024-05-01,Southeast,2,5,0,0,80.19,0.0,7.12,8.5,3.32,24,0.55,22
2024-05-01,Northeast,2,5,0,0,55.8,0.45,5.52,3.09,4.8,13,0.35,22
2024-05-01,Southwest,2,5,0,0,85.21,0.0,1.88,10.4,3.79,19,0.75,27
2024-05-02,Mountain West,3,5,0,0,62.0,0.0,2.76,6.27,6.15,22,0.85,31
2024-05-02,Midwest,3,5,0,0,50.66,0.0,3.53,8.53,7.91,17,0.65,29
2024-05-02,Southeast,3,5,0,0,71.23,0.0,7.5,8.78,7.36,23,0.55,28
2024-05-02,Northeast,3,5,0,0,55.9,0.06,8.2,8.12,4.46,20,0.35,25
2024-05-02,Southwest,3,5,0,0,86.98,0.37,20.98,5.42,4.02,22,0.75,19
2024-05-03,Mountain West,4,5,0,0,51.87,0.09,12.35,7.4,5.7,22,0.85,28
2024-05-03,Midwest,4,5,0,0,63.5,0.56,22.68,9.87,7.19,34,0.65,31
2024-05-03,Southeast,4,5,0,0,74.88,0.11,4.11,8.95,3.56,21,0.55,23
2024-05-03,Northeast,4,5,0,0,60.92,0.03,0.15,9.06,5.45,17,0.35,25
2024-05-03,Southwest,4,5,0,0,84.45,0.37,12.38,7.71,2.5,20,0.75,20
2024-05-04,Mountain West,5,5,1,0,53.09,0.16,15.75,9.23,6.44,21,0.85,30
2024-05-04,Midwest,5,5,1,0,54.4,0.3,6.53,7.21,5.03,19,0.65,30
2024-05-04,Southeast,5,5,1,0,78.91,0.56,13.08,4.8,3.63,24,0.55,23
2024-05-04,Northeast,5,5,1,0,54.25,0.0,10.22,8.15,3.56,23,0.35,25
2024-05-04,Southwest,5,5,1,0,74.44,0.0,12.18,5.53,4.25,22,0.75,28
2024-05-05,Mountain West,6,5,1,0,65.68,0.15,15.95,8.56,8.2,30,0.85,37
2024-05-05,Midwest,6,5,1,0,60.26,0.31,8.7,7.46,3.04,22,0.65,23
2024-05-05,Southeast,6,5,1,0,74.07,0.13,9.7,8.77,4.3,25,0.55,28
2024-05-05,Northeast,6,5,1,0,56.39,0.3,4.27,6.56,3.24,18,0.35,22
2024-05-05,Southwest,6,5,1,0,82.68,0.0,16.64,6.88,6.48,27,0.75,31
2024-05-06,Mountain West,0,5,0,0,55.53,0.62,7.67,7.11,6.51,25,0.85,30
2024-05-06,Midwest,0,5,0,0,58.32,0.0,4.99,7.45,7.28,24,0.65,29
2024-05-06,Southeast,0,5,0,0,84.5,0.25,11.9,9.51,4.15,29,0.55,25
2024-05-06,Northeast,0,5,0,0,60.1,0.64,2.3,3.94,4.6,15,0.35,21
2024-05-06,Southwest,0,5,0,0,85.47,0.0,13.14,7.38,4.88,15,0.75,25
2024-05-07,Mountain West,1,5,0,0,61.2,0.35,1.13,7.54,3.38,15,0.85,19
2024-05-07,Midwest,1,5,0,0,62.22,0.32,20.85,7.64,2.83,19,0.65,20
2024-05-07,Southeast,1,5,0,0,69.11,0.0,7.33,5.83,5.33,19,0.55,25
2024-05-07,Northeast,1,5,0,0,61.35,0.03,4.35,6.91,2.57,13,0.35,22
2024-05-07,Southwest,1,5,0,0,82.73,0.0,17.17,10.67,5.16,22,0.75,27
2024-05-08,Mountain West,2,5,0,0,44.82,0.11,15.31,7.23,5.52,26,0.85,31
2024-05-08,Midwest,2,5,0,0,66.94,0.28,14.62,9.94,5.44,28,0.65,31
2024-05-08,Southeast,2,5,0,0,85.93,0.0,12.19,9.45,2.44,25,0.55,24
2024-05-08,Northeast,2,5,0,0,57.43,0.0,15.55,7.16,5.4,21,0.35,27
2024-05-08,Southwest,2,5,0,0,82.03,0.08,20.78,8.91,5.47,21,0.75,27
2024-05-09,Mountain West,3,5,0,0,68.78,0.0,18.66,9.24,5.27,19,0.85,25
2024-05-09,Midwest,3,5,0,0,75.63,0.3,10.09,6.93,4.02,26,0.65,26
2024-05-09,Southeast,3,5,0,0,74.13,0.4,14.91,7.89,5.87,17,0.55,25
2024-05-09,Northeast,3,5,0,0,49.23,0.58,8.72,9.39,6.09,25,0.35,20
2024-05-09,Southwest,3,5,0,0,85.37,0.32,10.46,10.46,5.17,23,0.75,29
2024-05-10,Mountain West,4,5,0,0,51.44,0.25,8.61,7.54,3.94,22,0.85,24
2024-05-10,Midwest,4,5,0,0,46.19,0.16,0.0,7.61,4.43,26,0.65,27
2024-05-10,Southeast,4,5,0,0,83.09,0.0,8.58,11.05,3.95,21,0.55,24
2024-05-10,Northeast,4,5,0,0,64.74,0.0,0.0,10.46,5.66,18,0.35,25
2024-05-10,Southwest,4,5,0,0,91.9,0.21,9.41,8.44,7.26,20,0.75,29
2024-05-11,Mountain West,5,5,1,0,58.53,0.0,4.09,10.63,6.31,27,0.85,33
2024-05-11,Midwest,5,5,1,0,66.17,0.07,7.42,8.16,4.28,18,0.65,30
2024-05-11,Southeast,5,5,1,0,87.53,0.01,13.93,9.35,4.91,32,0.55,29
2024-05-11,Northeast,5,5,1,0,57.71,0.0,9.88,9.55,7.58,30,0.35,30
2024-05-11,Southwest,5,5,1,0,83.5,0.02,11.37,4.96,3.61,34,0.75,28
2024-05-12,Mountain West,6,5,1,0,46.37,0.0,18.35,8.7,5.1,19,0.85,30
2024-05-12,Midwest,6,5,1,0,52.13,0.0,8.6,8.69,4.94,25,0.65,28
2024-05-12,Southeast,6,5,1,0,75.01,0.24,0.43,8.67,6.12,13,0.55,26
2024-05-12,Northeast,6,5,1,0,56.82,0.38,3.64,7.82,4.71,20,0.35,27
2024-05-12,Southwest,6,5,1,0,95.48,0.0,14.07,6.6,5.38,32,0.75,35
2024-05-13,Mountain West,0,5,0,0,56.76,0.51,7.54,7.28,6.18,29,0.85,29
2024-05-13,Midwest,0,5,0,0,65.21,0.0,8.29,8.56,4.63,16,0.65,24
2024-05-13,Southeast,0,5,0,0,76.84,0.0,7.61,4.95,5.17,25,0.55,26
2024-05-13,Northeast,0,5,0,0,56.53,0.22,6.81,7.17,5.49,23,0.35,24
2024-05-13,Southwest,0,5,0,0,85.02,0.35,7.41,5.34,2.71,27,0.75,27
2024-05-14,Mountain West,1,5,0,0,52.38,0.0,8.59,7.81,3.3,17,0.85,20
2024-05-14,Midwest,1,5,0,0,49.62,0.31,3.97,8.62,4.4,19,0.65,25
2024-05-14,Southeast,1,5,0,0,78.78,0.12,6.92,9.96,4.37,23,0.55,25
2024-05-14,Northeast,1,5,0,0,54.34,0.03,5.8,7.75,1.99,22,0.35,22
2024-05-14,Southwest,1,5,0,0,81.19,0.48,12.43,11.07,5.21,19,0.75,27
2024-05-15,Mountain West,2,5,0,0,56.12,0.0,20.34,7.8,5.04,28,0.85,29
2024-05-15,Midwest,2,5,0,0,53.85,0.0,9.17,5.44,7.34,23,0.65,29
2024-05-15,Southeast,2,5,0,0,81.32,0.04,3.22,7.79,4.28,23,0.55,23
2024-05-15,Northeast,2,5,0,0,63.42,0.27,1.36,9.23,6.16,20,0.35,27
2024-05-15,Southwest,2,5,0,0,88.41,0.02,12.76,7.95,3.73,21,0.75,23
2024-05-16,Mountain West,3,5,0,0,47.99,0.24,9.85,5.38,4.22,26,0.85,25
2024-05-16,Midwest,3,5,0,0,58.18,0.0,20.11,9.78,6.09,13,0.65,22
2024-05-16,Southeast,3,5,0,0,85.15,0.35,10.74,4.57,4.97,15,0.55,25
2024-05-16,Northeast,3,5,0,0,56.63,0.11,6.0,7.92,7.16,26,0.35,31
2024-05-16,Southwest,3,5,0,0,80.47,0.47,13.81,9.27,5.65,30,0.75,27
2024-05-17,Mountain West,4,5,0,0,47.76,0.0,11.53,6.42,6.24,34,0.85,31
2024-05-17,Midwest,4,5,0,0,61.47,0.23,7.59,7.52,3.98,22,0.65,24
2024-05-17,Southeast,4,5,0,0,82.49,0.0,7.56,9.04,1.88,20,0.55,25
2024-05-17,Northeast,4,5,0,0,45.37,0.16,4.4,9.92,5.59,24,0.35,26
2024-05-17,Southwest,4,5,0,0,89.52,0.3,16.0,5.96,6.93,21,0.75,27
2024-05-18,Mountain West,5,5,1,0,43.73,0.39,0.88,6.07,4.32,23,0.85,24
2024-05-18,Midwest,5,5,1,0,53.4,0.21,8.27,7.47,3.63,19,0.65,25
2024-05-18,Southeast,5,5,1,0,76.79,0.0,14.49,7.22,8.78,32,0.55,37
2024-05-18,Northeast,5,5,1,0,45.46,0.39,5.9,8.18,3.91,23,0.35,23
2024-05-18,Southwest,5,5,1,0,84.84,0.15,1.87,12.66,5.35,17,0.75,28
2024-05-19,Mountain West,6,5,1,0,55.91,0.22,16.51,12.16,7.22,29,0.85,30
2024-05-19,Midwest,6,5,1,0,57.6,0.14,0.0,9.83,2.19,23,0.65,21
2024-05-19,Southeast,6,5,1,0,68.26,0.0,15.74,7.78,5.65,22,0.55,26
2024-05-19,Northeast,6,5,1,0,46.65,0.26,8.0,7.49,6.28,15,0.35,26
2024-05-19,Southwest,6,5,1,0,92.97,0.0,13.15,4.81,6.38,33,0.75,36
2024-05-20,Mountain West,0,5,0,0,43.52,0.26,11.83,9.41,5.55,29,0.85,28
2024-05-20,Midwest,0,5,0,0,53.35,0.23,15.76,6.02,2.87,18,0.65,19
2024-05-20,Southeast,0,5,0,0,77.19,0.49,9.74,6.44,5.19,26,0.55,26
2024-05-20,Northeast,0,5,0,0,60.38,0.66,12.28,6.47,8.43,10,0.35,23
2024-05-20,Southwest,0,5,0,0,78.67,0.73,6.33,6.46,4.17,23,0.75,24
2024-05-21,Mountain West,1,5,0,0,60.56,0.01,7.94,11.43,5.32,34,0.85,32
2024-05-21,Midwest,1,5,0,0,69.71,0.0,15.42,11.09,5.75,24,0.65,26
2024-05-21,Southeast,1,5,0,0,72.57,0.53,11.95,12.09,4.52,18,0.55,19
2024-05-21,Northeast,1,5,0,0,74.06,0.31,13.89,9.56,3.96,23,0.35,23
2024-05-21,Southwest,1,5,0,0,78.06,0.0,8.19,6.65,2.81,25,0.75,19
2024-05-22,Mountain West,2,5,0,0,54.95,0.36,7.09,7.8,7.42,26,0.85,33
2024-05-22,Midwest,2,5,0,0,63.11,0.24,9.17,7.19,6.68,22,0.65,25
2024-05-22,Southeast,2,5,0,0,70.12,0.01,5.63,6.85,4.11,21,0.55,23
2024-05-22,Northeast,2,5,0,0,62.58,0.09,11.63,8.02,5.81,16,0.35,23
2024-05-22,Southwest,2,5,0,0,86.26,0.47,8.85,6.6,4.62,20,0.75,23
2024-05-23,Mountain West,3,5,0,0,53.53,0.21,4.59,6.24,3.58,24,0.85,23
2024-05-23,Midwest,3,5,0,0,51.95,0.12,6.48,6.14,5.57,28,0.65,27
2024-05-23,Southeast,3,5,0,0,72.48,0.54,8.26,5.73,4.17,25,0.55,24
2024-05-23,Northeast,3,5,0,0,58.38,0.46,0.59,8.5,5.46,19,0.35,23
2024-05-23,Southwest,3,5,0,0,84.0,0.43,19.58,6.67,3.04,24,0.75,25
2024-05-24,Mountain West,4,5,0,0,50.51,0.87,13.43,6.42,7.9,30,0.85,29
2024-05-24,Midwest,4,5,0,0,59.85,0.16,10.19,10.23,1.51,16,0.65,20
2024-05-24,Southeast,4,5,0,0,73.47,0.0,6.01,10.58,6.25,26,0.55,28
2024-05-24,Northeast,4,5,0,0,49.53,0.36,16.55,10.07,3.55,19,0.35,19
2024-05-24,Southwest,4,5,0,0,87.87,0.0,8.5,9.17,4.96,16,0.75,25
2024-05-25,Mountain West,5,5,1,0,47.64,0.0,12.41,9.39,5.33,24,0.85,32
2024-05-25,Midwest,5,5,1,0,70.94,0.47,13.17,7.69,6.55,25,0.65,31
2024-05-25,Southeast,5,5,1,0,72.8,0.34,1.92,11.2,4.59,20,0.55,23
2024-05-25,Northeast,5,5,1,0,57.97,0.48,10.35,3.66,3.16,27,0.35,29
2024-05-25,Southwest,5,5,1,0,83.15,0.0,7.59,8.26,4.31,17,0.75,30
2024-05-26,Mountain West,6,5,1,0,51.3,0.0,14.04,9.86,5.04,26,0.85,29
2024-05-26,Midwest,6,5,1,0,65.21,0.04,10.3,7.55,7.44,18,0.65,27
2024-05-26,Southeast,6,5,1,0,79.86,0.16,11.0,6.24,7.23,23,0.55,29
2024-05-26,Northeast,6,5,1,0,52.76,0.24,9.34,12.06,4.58,21,0.35,26
2024-05-26,Southwest,6,5,1,0,87.89,0.2,6.98,7.46,5.83,26,0.75,31
2024-05-27,Mountain West,0,5,0,0,51.87,0.18,9.03,5.79,5.85,41,0.85,36
2024-05-27,Midwest,0,5,0,0,53.54,0.06,7.64,4.98,4.95,31,0.65,27
2024-05-27,Southeast,0,5,0,0,80.36,0.26,17.65,6.38,3.86,28,0.55,27
2024-05-27,Northeast,0,5,0,0,61.37,0.63,9.54,5.04,5.51,16,0.35,21
2024-05-27,Southwest,0,5,0,0,84.12,0.0,10.4,7.19,6.29,28,0.75,26
2024-05-28,Mountain West,1,5,0,0,59.05,0.4,11.7,4.68,5.25,24,0.85,28
2024-05-28,Midwest,1,5,0,0,42.59,0.07,7.82,10.8,4.1,12,0.65,21
2024-05-28,Southeast,1,5,0,0,82.32,0.0,15.68,7.98,6.95,22,0.55,22
2024-05-28,Northeast,1,5,0,0,61.04,0.01,12.92,9.96,6.0,11,0.35,22
2024-05-28,Southwest,1,5,0,0,84.67,0.0,6.08,9.03,4.31,20,0.75,23
2024-05-29,Mountain West,2,5,0,0,57.5,0.39,11.01,5.62,4.67,27,0.85,27
2024-05-29,Midwest,2,5,0,0,63.45,0.33,5.05,8.31,4.99,29,0.65,28
2024-05-29,Southeast,2,5,0,0,72.83,0.11,15.41,6.38,3.86,24,0.55,26
2024-05-29,Northeast,2,5,0,0,55.06,0.25,3.9,10.37,3.17,23,0.35,23
2024-05-29,Southwest,2,5,0,0,84.57,0.64,5.91,7.11,6.82,28,0.75,26
2024-05-30,Mountain West,3,5,0,0,48.89,0.28,10.85,4.97,6.45,37,0.85,31
2024-05-30,Midwest,3,5,0,0,64.63,0.18,7.72,5.79,5.49,26,0.65,26
2024-05-30,Southeast,3,5,0,0,87.85,0.22,7.98,7.41,4.44,27,0.55,27
2024-05-30,Northeast,3,5,0,0,58.12,0.0,7.96,11.11,2.67,15,0.35,21
2024-05-30,Southwest,3,5,0,0,87.37,0.54,11.7,7.47,3.06,23,0.75,23
2024-05-31,Mountain West,4,5,0,0,54.62,0.0,16.94,5.52,4.72,23,0.85,28
2024-05-31,Midwest,4,5,0,0,44.94,0.42,3.75,8.72,5.63,22,0.65,19
2024-05-31,Southeast,4,5,0,0,62.5,0.0,10.61,7.82,5.45,21,0.55,27
2024-05-31,Northeast,4,5,0,0,62.57,0.53,5.16,8.52,6.21,13,0.35,22
2024-05-31,Southwest,4,5,0,0,96.91,0.17,11.94,8.65,3.78,18,0.75,23
2024-06-01,Mountain West,5,6,1,0,46.9,0.0,3.98,9.01,4.2,26,0.85,28
2024-06-01,Midwest,5,6,1,0,53.14,0.33,11.94,4.97,5.34,26,0.65,27
2024-06-01,Southeast,5,6,1,0,77.95,0.52,13.11,7.94,4.68,29,0.55,25
2024-06-01,Northeast,5,6,1,0,58.94,0.0,0.02,6.94,6.36,23,0.35,32
2024-06-01,Southwest,5,6,1,0,69.9,0.0,3.38,6.67,6.37,23,0.75,33
2024-06-02,Mountain West,6,6,1,0,46.22,0.0,14.61,7.15,6.29,17,0.85,28
2024-06-02,Midwest,6,6,1,0,47.93,0.31,9.34,5.79,5.17,25,0.65,28
2024-06-02,Southeast,6,6,1,0,67.61,0.01,8.86,6.95,5.76,21,0.55,29
2024-06-02,Northeast,6,6,1,0,44.93,0.04,0.34,5.59,4.95,15,0.35,24
2024-06-02,Southwest,6,6,1,0,72.05,0.08,8.09,9.38,3.04,19,0.75,22
2024-06-03,Mountain West,0,6,0,0,33.6,0.0,8.79,9.26,5.98,36,0.85,35
2024-06-03,Midwest,0,6,0,0,48.5,0.1,20.4,8.52,5.52,29,0.65,25
2024-06-03,Southeast,0,6,0,0,74.66,0.31,9.37,7.66,4.89,25,0.55,25
2024-06-03,Northeast,0,6,0,0,52.52,0.66,0.0,7.08,4.98,18,0.35,19
2024-06-03,Southwest,0,6,0,0,73.13,0.37,13.87,6.5,5.33,24,0.75,28
2024-06-04,Mountain West,1,6,0,0,46.72,0.15,14.25,5.0,3.49,26,0.85,27
2024-06-04,Midwest,1,6,0,0,52.7,0.34,7.65,9.02,3.24,15,0.65,19
2024-06-04,Southeast,1,6,0,0,69.31,0.0,11.34,11.48,3.12,21,0.55,22
2024-06-04,Northeast,1,6,0,0,52.21,0.04,13.71,8.71,4.9,19,0.35,20
2024-06-04,Southwest,1,6,0,0,58.39,0.0,8.43,5.89,3.75,21,0.75,26
2024-06-05,Mountain West,2,6,0,0,49.76,0.45,13.09,8.6,6.65,24,0.85,29
2024-06-05,Midwest,2,6,0,0,46.69,0.44,7.1,6.5,6.54,22,0.65,26
2024-06-05,Southeast,2,6,0,0,64.89,0.43,3.6,10.64,3.19,40,0.55,29
2024-06-05,Northeast,2,6,0,0,36.94,0.16,3.15,11.85,3.39,16,0.35,17
2024-06-05,Southwest,2,6,0,0,79.2,0.0,6.06,7.94,3.17,27,0.75,26
2024-06-06,Mountain West,3,6,0,0,48.86,0.0,7.69,7.55,7.18,24,0.85,28
2024-06-06,Midwest,3,6,0,0,46.03,0.0,14.84,4.86,5.67,22,0.65,23
2024-06-06,Southeast,3,6,0,0,65.13,0.28,4.96,9.15,4.28,16,0.55,20
2024-06-06,Northeast,3,6,0,0,46.85,0.23,0.0,10.18,6.22,22,0.35,21
2024-06-06,Southwest,3,6,0,0,79.59,0.31,2.87,11.66,3.87,28,0.75,26
2024-06-07,Mountain West,4,6,0,0,45.75,0.25,9.61,5.61,1.52,36,0.85,26
2024-06-07,Midwest,4,6,0,0,41.53,0.24,10.74,8.25,3.42,18,0.65,23
2024-06-07,Southeast,4,6,0,0,80.41,0.1,3.33,6.48,2.74,25,0.55,25
2024-06-07,Northeast,4,6,0,0,51.31,0.46,8.79,8.85,3.78,20,0.35,20
2024-06-07,Southwest,4,6,0,0,71.28,0.19,9.61,7.1,5.88,26,0.75,26
2024-06-08,Mountain West,5,6,1,0,51.26,0.0,9.66,9.69,5.07,21,0.85,29
2024-06-08,Midwest,5,6,1,0,53.1,0.0,11.97,7.85,4.46,20,0.65,23
2024-06-08,Southeast,5,6,1,0,58.13,0.09,11.53,11.7,4.93,28,0.55,25
2024-06-08,Northeast,5,6,1,0,43.9,0.43,10.88,9.29,7.79,20,0.35,23
2024-06-08,Southwest,5,6,1,0,69.3,0.12,18.45,10.67,2.0,24,0.75,22
2024-06-09,Mountain West,6,6,1,0,44.89,0.0,6.27,5.28,2.52,21,0.85,22
2024-06-09,Midwest,6,6,1,0,44.95,0.41,5.46,10.85,4.27,17,0.65,24
2024-06-09,Southeast,6,6,1,0,66.03,0.02,11.86,7.74,3.88,25,0.55,26
2024-06-09,Northeast,6,6,1,0,48.41,0.15,12.14,6.1,2.41,23,0.35,22
2024-06-09,Southwest,6,6,1,0,63.72,0.32,0.0,8.92,5.6,26,0.75,25
2024-06-10,Mountain West,0,6,0,0,44.63,0.19,17.4,5.75,3.35,21,0.85,21
2024-06-10,Midwest,0,6,0,0,46.76,0.03,6.16,6.48,2.0,24,0.65,22
2024-06-10,Southeast,0,6,0,0,64.64,0.12,8.13,7.51,6.9,23,0.55,24
2024-06-10,Northeast,0,6,0,0,45.02,0.24,13.58,5.79,5.91,15,0.35,19
2024-06-10,Southwest,0,6,0,0,75.79,0.14,4.49,5.28,6.13,21,0.75,25
2024-06-11,Mountain West,1,6,0,0,52.81,0.0,17.36,8.35,5.6,29,0.85,27
2024-06-11,Midwest,1,6,0,0,48.05,0.0,4.43,5.77,5.67,31,0.65,28
2024-06-11,Southeast,1,6,0,0,65.33,0.01,17.35,8.09,5.3,15,0.55,21
2024-06-11,Northeast,1,6,0,0,50.06,0.0,13.72,6.53,6.42,26,0.35,30
2024-06-11,Southwest,1,6,0,0,79.51,0.0,10.55,9.0,5.9,18,0.75,25
2024-06-12,Mountain West,2,6,0,0,43.58,0.0,7.51,6.82,4.02,20,0.85,22
2024-06-12,Midwest,2,6,0,0,48.21,0.44,15.8,8.75,4.56,20,0.65,24
2024-06-12,Southeast,2,6,0,0,63.54,0.38,13.9,7.93,7.6,17,0.55,26
2024-06-12,Northeast,2,6,0,0,50.14,0.21,3.69,6.21,4.92,16,0.35,21
2024-06-12,Southwest,2,6,0,0,75.42,0.17,10.64,8.03,2.89,17,0.75,16
2024-06-13,Mountain West,3,6,0,0,39.35,0.02,4.11,7.89,6.64,30,0.85,32
2024-06-13,Midwest,3,6,0,0,44.45,0.04,13.07,7.05,4.37,27,0.65,30
2024-06-13,Southeast,3,6,0,0,57.06,0.0,12.04,8.19,1.92,22,0.55,20
2024-06-13,Northeast,3,6,0,0,51.63,0.0,11.22,7.98,6.68,20,0.35,27
2024-06-13,Southwest,3,6,0,0,75.49,0.37,16.66,6.22,2.74,21,0.75,23
2024-06-14,Mountain West,4,6,0,0,42.04,0.02,16.6,9.73,3.89,31,0.85,30
2024-06-14,Midwest,4,6,0,0,57.96,0.08,12.86,7.19,6.4,26,0.65,28
2024-06-14,Southeast,4,6,0,0,71.28,0.13,9.62,2.09,3.93,19,0.55,22
2024-06-14,Northeast,4,6,0,0,48.99,0.1,13.45,12.42,6.06,25,0.35,24
2024-06-14,Southwest,4,6,0,0,66.55,0.0,13.55,10.59,5.91,31,0.75,28
2024-06-15,Mountain West,5,6,1,0,48.22,0.25,11.75,7.81,5.08,25,0.85,27
2024-06-15,Midwest,5,6,1,0,53.29,0.1,14.23,5.4,2.38,24,0.65,24
2024-06-15,Southeast,5,6,1,0,63.15,0.28,6.82,8.85,5.76,21,0.55,28
2024-06-15,Northeast,5,6,1,0,47.55,0.0,4.45,8.54,3.63,18,0.35,27
2024-06-15,Southwest,5,6,1,0,76.79,0.0,12.54,8.68,4.48,28,0.75,29
2024-06-16,Mountain West,6,6,1,0,60.0,0.0,3.51,8.21,1.88,37,0.85,31
2024-06-16,Midwest,6,6,1,0,48.18,0.21,12.36,8.4,2.98,24,0.65,25
2024-06-16,Southeast,6,6,1,0,68.82,0.54,6.27,9.78,4.2,20,0.55,26
2024-06-16,Northeast,6,6,1,0,46.4,0.39,0.72,7.12,5.93,18,0.35,24
2024-06-16,Southwest,6,6,1,0,69.87,0.32,6.24,5.4,6.59,25,0.75,31
2024-06-17,Mountain West,0,6,0,0,38.66,0.11,10.88,6.38,6.11,32,0.85,32
2024-06-17,Midwest,0,6,0,0,41.28,0.49,9.54,6.13,5.22,18,0.65,24
2024-06-17,Southeast,0,6,0,0,72.55,0.13,12.51,6.4,6.57,20,0.55,26
2024-06-17,Northeast,0,6,0,0,39.59,0.09,17.34,11.93,3.67,29,0.35,24
2024-06-17,Southwest,0,6,0,0,80.31,0.0,10.32,3.98,6.22,25,0.75,27
2024-06-18,Mountain West,1,6,0,0,42.78,0.47,5.54,12.45,6.28,27,0.85,31
2024-06-18,Midwest,1,6,0,0,42.72,0.1,16.52,9.01,3.14,17,0.65,23
2024-06-18,Southeast,1,6,0,0,58.75,0.26,9.18,8.31,2.62,25,0.55,21
2024-06-18,Northeast,1,6,0,0,46.77,0.51,13.94,8.47,3.48,17,0.35,17
2024-06-18,Southwest,1,6,0,0,71.31,0.1,9.18,9.8,4.24,20,0.75,25
2024-06-19,Mountain West,2,6,0,0,46.77,0.0,5.52,8.93,4.98,24,0.85,23
2024-06-19,Midwest,2,6,0,0,41.94,0.29,7.21,8.34,5.02,16,0.65,22
2024-06-19,Southeast,2,6,0,0,74.14,0.1,14.55,3.05,6.67,20,0.55,22
2024-06-19,Northeast,2,6,0,0,54.5,0.0,6.72,6.08,5.38,21,0.35,25
2024-06-19,Southwest,2,6,0,0,78.9,0.24,3.91,11.82,5.32,17,0.75,23
2024-06-20,Mountain West,3,6,0,0,30.97,0.29,16.71,9.11,4.99,28,0.85,27
2024-06-20,Midwest,3,6,0,0,59.33,0.27,10.53,9.32,5.99,20,0.65,27
